hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,weather_index,hour_of_day_binary,visibility_binary
18,3,5,0,1,1,28.9,11.6,34.37,0.0,0.0,15.7,79.3,16.0,high_bike_demand,51.5325,1,1
13,6,8,0,0,1,26.7,14.2,46.41,0.0,0.0,22.2,34.7,16.0,high_bike_demand,48.6225,1,1
7,6,3,0,0,1,1.4,-3.9,67.83,0.0,0.0,8.3,79.3,16.0,low_bike_demand,32.4175,1,1
10,6,2,0,0,0,3.3,-7.8,43.93,0.0,0.0,20.2,89.1,16.0,low_bike_demand,37.8925,1,1
11,5,1,0,0,0,-0.7,-11.2,44.93,0.0,0.1,18.3,0.0,16.0,low_bike_demand,35.792500000000004,1,1
16,4,11,0,1,0,16.0,4.9,47.69,0.0,0.0,29.2,84.6,16.0,low_bike_demand,43.3025,1,1
5,6,5,0,0,1,23.7,19.3,76.36,0.0,0.0,15.8,79.3,16.0,low_bike_demand,41.660000000000004,0,1
4,5,10,0,0,1,8.7,4.4,74.42,0.0,0.0,11.0,0.0,16.0,low_bike_demand,34.67,0,1
8,0,6,0,1,1,16.0,5.5,49.84,0.0,0.0,10.6,44.6,16.0,low_bike_demand,42.915,1,1
1,4,8,0,1,1,22.5,19.1,81.28,0.0,0.0,12.2,79.3,16.0,low_bike_demand,40.08,0,1
16,3,12,0,1,0,10.0,1.7,56.11,0.0,0.0,23.4,96.6,16.0,low_bike_demand,38.897499999999994,1,1
4,4,3,0,1,1,8.2,3.8,73.84,0.0,0.0,34.3,100.0,16.0,low_bike_demand,34.540000000000006,0,1
7,5,3,0,0,1,5.5,-3.4,52.86,0.0,0.0,15.6,79.3,16.0,low_bike_demand,37.309999999999995,1,1
1,4,9,0,1,1,15.6,7.1,57.2,0.0,0.0,18.4,82.2,16.0,low_bike_demand,41.375,0,1
20,5,9,0,0,1,15.6,4.3,46.89,0.0,0.0,11.6,44.6,16.0,low_bike_demand,43.2525,1,1
15,3,12,0,1,0,11.2,-2.5,38.26,0.0,0.0,11.7,79.3,16.0,low_bike_demand,42.61,1,1
21,0,8,0,1,1,28.1,21.1,65.86,0.0,0.0,11.0,46.2,16.0,low_bike_demand,45.835,0,1
6,3,12,0,1,0,6.0,3.3,82.74,0.0,0.0,12.2,97.4,16.0,low_bike_demand,31.64,0,1
11,6,6,0,0,1,24.4,17.8,66.88,0.0,0.0,16.1,82.3,16.0,high_bike_demand,43.830000000000005,1,1
13,3,10,0,1,1,18.8,17.8,93.78,0.287,0.0,13.2,100.0,10.4,low_bike_demand,35.63325,1,1
0,0,11,0,1,0,8.2,0.6,58.86,0.0,0.0,12.5,92.8,16.0,low_bike_demand,37.485,0,1
16,1,3,0,1,1,21.7,-0.1,23.5,0.0,0.0,14.5,44.6,16.0,high_bike_demand,49.525,1,1
14,4,4,0,1,1,11.6,3.2,56.36,0.011,0.0,14.2,91.1,16.0,high_bike_demand,39.60725,1,1
3,3,3,0,1,0,9.8,7.9,87.62,0.0,0.0,0.0,90.1,16.0,low_bike_demand,32.519999999999996,0,1
1,6,4,0,0,1,7.8,-1.1,53.61,0.0,0.0,20.7,79.3,16.0,low_bike_demand,38.2725,0,1
21,4,7,0,1,1,29.7,21.6,61.85,0.0,0.0,12.6,24.4,16.0,low_bike_demand,47.3625,0,1
8,2,3,0,1,0,4.4,0.2,74.63,0.0,0.0,0.0,24.4,16.0,low_bike_demand,32.4925,1,1
13,2,11,0,1,0,12.2,2.8,52.7,0.0,0.0,18.5,89.1,16.0,low_bike_demand,40.575,1,1
22,6,9,0,0,1,23.2,19.2,78.17,0.0,0.0,9.1,47.6,16.0,low_bike_demand,41.0575,0,1
3,5,6,0,0,1,21.5,19.4,87.68,0.0,0.0,10.6,24.4,16.0,low_bike_demand,38.305,0,1
14,0,6,0,1,1,23.2,20.1,82.43,2.217,0.0,9.8,92.1,10.4,low_bike_demand,39.66325,1,1
13,0,3,0,1,1,13.9,-2.2,32.93,0.0,2.0,18.2,79.3,16.0,low_bike_demand,44.6925,1,1
14,5,3,0,0,1,11.7,-9.3,22.09,0.0,0.0,5.8,24.4,16.0,high_bike_demand,45.0775,1,1
22,6,2,0,0,0,4.2,1.7,84.11,1.081,0.0,21.9,97.4,16.0,low_bike_demand,30.17725,0,1
